asteroid_id,fname,distance_geo,dist_geo_Ur_upper,dist_geo_Ur_lower,dist_geo_U_upper,dist_geo_U_lower,distance_SSB,dist_SSB_U_upper,dist_SSB_U_lower,HEx,HEy,HEz,ELat,Phase_Ang,Escape_Vel,Object_Vel,min_a,min_e,min_i,max_i,MagCor_input,corr_to_V_apparent,H,H_lower,H_upper,chisq,size15,size15_lower,size15_upper,DorR,Tisserands_imin,Tisserands_imax
AH10049,ibpb63020_2_trailcut,2.7150000000000003,0.0849999999999999,0.0750000000000001,0.0849999999999999,0.0750000000000001,3.3239316443339098,0.0822585611139823,0.0724639693654531,-4.642305051594048E8,1.709427198480656E8,5.029178979529684E7,-2.5190785463078385,14.774648559986776,23.04739063774969,15.412180919973888,2.994555409218808,0.0425673961460712,3.6656244601553993,3.739254406936028,23.931,24.01624571490038,18.413483468866428,18.52217622072041,18.29345842316256,1.0530907938561709,0.7126194582566827,0.6778274091597308,0.7531174072776672,R,3.250490927773689,3.25036514285633
AH10051,ibpb64020_2_2_trailcut,2.5700000000000003,0.0699999999999998,0.0700000000000002,0.0699999999999998,0.0700000000000002,3.1855654204335777,0.0675365327387598,0.0674278708712381,-4.430093234475701E8,1.6824582232775792E8,5.0394528152556695E7,-2.488120166889658,15.410246887056523,23.54260633686049,15.672495527471304,2.8493845108748554,0.0446739067343564,3.7200154578339055,3.8454955896802834,23.578,23.86663806779813,18.45326071243912,18.55968258181921,18.34935096472513,4.050311814972053,0.6996844594370529,0.6662202883787058,0.7339799178793875,R,3.3016821450659704,3.301468533180034
AH10050,ibpb64020_2_trailcut,2.2950000000000004,0.0699999999999998,0.06,0.0699999999999998,0.06,2.9205949547515506,0.0670601745820729,0.0573681403398884,-4.020051441862292E8,1.6344243071503872E8,5.072439930882366E7,-2.423474185152969,16.859852366376014,24.58737356052945,16.13181887838375,2.554632150556225,0.0553099750953974,2.5928744189856983,3.02344783282935,23.407,23.69563806779813,18.66723250872574,18.767836210897546,18.55269456290719,4.262641969198811,0.6340271694189533,0.6053229338049834,0.6683677064297078,R,3.434788405403145,3.4342732843680444
AH10053,ibpb65020_2_2_trailcut,2.14,0.0699999999999998,0.06,0.0699999999999998,0.06,2.7780438426827283,0.0667789497356641,0.0571102221163988,-3.8009061740883154E8,1.602366409287041E8,5.069443221514344E7,-2.3757369656617584,17.66402212508894,25.210314131017352,16.675944818449796,2.460254665377538,0.0358564909765851,8.839631381056074,15.202158694261668,23.18,23.265245714900377,18.47056549724857,18.577423431646466,18.34909237858137,0.566638903355647,0.6941307291318758,0.6607994672004947,0.7340673278492329,R,3.4731749060043557,3.441407683138032
AH10052,ibpb65020_2_trailcut,6.075,0.5449999999999999,0.455,0.5449999999999999,0.455,6.636716144364135,0.5409254277086353,0.4510503904460101,-9.647624334982347E8,2.298139119718721E8,4.634108783927745E7,-2.822976818708,7.292046471654162,16.310646800960747,13.351862718585725,9.96021213883751,0.3419801405847643,28.49635946446333,33.37970564040437,23.507,23.59224571490038,15.033094959886522,15.354978763920146,14.676393802817133,2.1208137311067725,3.380145370789615,2.9144634798159235,3.983598956250769,R,2.807560243774524,2.6936642970805007
AH10059,ibpb67020_2_2_trailcut,3.775,0.1699999999999999,0.1550000000000002,0.1699999999999999,0.1550000000000002,4.40406458107388,0.1671796359296955,0.1522335575397537,-6.302940851442447E8,1.858630979767661E8,4.746242925817706E7,-2.6434648873921134,10.649972703748896,20.0226227816399,14.309953223390204,4.4783398013531714,0.0465221714151912,12.295864727564377,18.64335904989896,24.102,24.18724571490037,17.41048323713491,17.577913576221082,17.233929253730828,1.5699451504182564,1.1309872865629405,1.0470602081278857,1.2267851766532083,R,2.9728401006551706,2.91810393643863
AH10060,ibpb76020_3_trailcut,1.195,0.0699999999999998,0.06,0.0699999999999998,0.06,1.944855710278646,0.0632875980133302,0.0538699031392715,-2.520582366243796E8,-1.3292718717440286E8,5.870895404094061E7,21.52278556411295,25.73358637510779,30.130345503334578,17.101356038450476,1.4312552772961846,0.179595510088114,21.52278683741483,32.81197890819498,22.275,22.56363806779813,19.556889258438545,19.729745062758067,19.36373957713262,0.1540822799394978,0.4208976672783047,0.3886917814246524,0.4600515042224368,R,4.59583443895329,4.503158752246617
AH10061,ibpk05030_2_trailcut,1.2049999999999998,0.04,0.0349999999999999,0.04,0.0349999999999999,2.134650277946192,0.0391342165090429,0.0342156818834418,2.612532289701128E8,1.2758221199822228E8,1.320871399251136E8,12.742819288364217,12.05317626543298,28.7597057143852,20.01190909326631,2.0597695554933813,0.0300098071100596,12.742819504425562,25.130470839047483,23.495,23.58024571490038,20.80177329445231,20.90086707706692,20.691413010035145,0.945864054865143,0.2372464439532422,0.226663168306362,0.2496156258055249,D,3.753213271991446,3.66514085782026
AH10063,ibs318020_1_trailcut,1.745,0.0949999999999999,0.0849999999999999,0.0949999999999999,0.0849999999999999,2.709808277049472,0.0943354811251797,0.0843648091407982,-4.047817863174899E8,2.1366883201783624E7,5418477.001024237,-0.4986326567661052,6.898400721090671,25.525750646214576,17.416440457942564,2.5244031454934848,0.05930673786772,11.823202804726904,15.954189464594704,22.471,22.365567567507085,18.478268330636567,18.655384515216173,18.28884782422149,0.0563226368126028,0.6916728110532638,0.6374960048682026,0.7547181696156727,D,3.422491638853905,3.3984319496349
AH11538,ibs318040_3_trailcut,2.845,0.92,0.5499999999999998,0.92,0.5499999999999998,3.803831589728465,0.9172605449237105,0.547623959193345,-5.668110682861273E8,4.820162204392046E7,1.4633745333146194E7,-0.5786921412827013,4.928142746942777,21.544536957151447,14.226853971595803,3.359878306076625,0.1238703980015841,4.143331754013965,4.534529668562097,25.633,25.04083390947546,19.45258085271908,20.25662471260935,18.37506132767917,0.0803790217366955,0.4416092889734885,0.3049505548975869,0.7253407966168703,D,3.139348037014475,3.1385243098723405
AH10068,ibs328030_3_trailcut,2.285,0.08,0.0750000000000001,0.08,0.0750000000000001,2.610331454221685,0.074062853162613,0.069107003229683,-3.3872723325886905E8,1.214639006406815E8,1.5165965924078333E8,13.450064312953728,22.54247507609693,26.007582008889266,14.205912680468565,1.8563152789309272,0.2389882795048576,13.45006433106758,17.685156781610303,24.702,24.109833909475466,19.152832426072955,19.283565235976265,19.01735445995494,3.1511548654510726,0.5069765658519113,0.4773548322527362,0.5396143352215307,R,3.931479994818868,3.908476150164321
AH10069,ibs328040_3_trailcut,3.205,0.1299999999999999,0.08,0.1299999999999999,0.08,3.4776980300980505,0.1246953787589646,0.0765381693119442,-4.23830821366686E8,2.0025660292116404E8,2.2567955160310465E8,14.174639567475154,16.7242041744,22.5321103882542,15.210207150700349,3.1816006473364014,0.0095967472879298,15.728384478730137,15.92961483380664,24.784,24.678567567507084,18.550390244720468,18.65360442703057,18.38755487270937,2.0975657096028235,0.6690773398197291,0.6380188134292298,0.7211795378774027,R,3.140843213031013,3.1393451605976
AH10071,ibs347030_2_trailcut,2.595,0.0750000000000001,0.0699999999999998,0.0750000000000001,0.0699999999999998,3.52489204177357,0.0745985656194561,0.0696096469404823,-3.4477595819691336E8,3.292051381697857E8,2.2542413267077345E8,8.272651846683345,5.993382873683474,22.38076333420609,12.873844705583693,2.627635571968075,0.3307154010962062,8.272652406024903,9.718017519185173,24.057,23.46483390947546,18.18777452327689,18.29046578620746,18.080428905300373,0.422185210431721,0.7906776554638798,0.7541560392869705,0.8307466323207142,R,3.307727025920107,3.302437162351996
AH10072,ibs347040_4_trailcut,2.29,0.06,0.06,0.06,0.06,3.221987948526976,0.05961635217735,0.0596018407746323,-3.1240848119419384E8,3.044813707249138E8,2.049840940111974E8,7.984600422621497,6.542718057315745,23.40916102774102,14.0764345147671,2.5164954768792214,0.2677948034882793,7.984600666961776,9.487666892434412,23.786,23.680567567507087,18.843764161707504,18.94196234896023,18.74779075939318,0.4872655458551013,0.584522910546377,0.5586784257032353,0.6109367054502977,R,3.394950827817301,3.38961187715432
AH10073,ibsi04020_3_trailcut,1.46,0.165,0.135,0.165,0.135,2.4128762875990226,0.163553966170034,0.1336618313698498,-2.6075607995298004E8,2.02633946144364E8,1.457350498534242E8,8.460309346041853,7.845612103916602,27.05081019901005,17.022992778471014,1.9911035701910256,0.2022880302236056,8.460309508625864,14.541582391315195,22.603,22.891638067798134,19.600807546590254,19.935241757284444,19.225888325020545,0.3340039318633454,0.4124704696217987,0.3535949216426993,0.4902038360531252,D,3.811976042452064,3.786349257113204
AH10075,ibsp05010_4_trailcut,2.5450000000000004,0.0999999999999996,0.0900000000000003,0.0999999999999996,0.0900000000000003,3.5011688688021305,0.0996135124792316,0.0896328262928607,-5.0615193359835327E8,2.672867140053221E7,1.3201550316841684E8,12.1781499010919,5.110376490759827,22.45645896404084,14.780091128743008,3.076994359335005,0.1369368849007638,12.178149902287778,15.899289392623896,23.406,23.491245714900376,18.315490746996264,18.44998766956532,18.1708822149671,0.1304666750374165,0.745514716848807,0.7007398834036985,0.7968524779275482,R,3.1803795641729247,3.1563834038482605
AH10092,ibug1b010_4_trailcut,2.5700000000000003,0.5049999999999999,0.355,0.5049999999999999,0.355,3.315506604485285,0.4931011644132166,0.3442420090829725,-4.953595299348744E8,2.4915717137583435E7,2631993.359982647,-0.8659623694030643,13.371412771399484,23.076654941735523,15.437652941406649,2.9887988229369498,0.0536120320515294,2.650580113194568,5.218327093273489,24.175,24.26024571490038,18.83221779178153,19.39305760207525,18.1415760498922,0.1371987774553888,0.5876392721051052,0.4538818852198333,0.8076796868210311,D,3.253056245200616,3.2484025457089567
